CNS,Situação,Nome,UF,Município,Endereço,Bairro,CEP,Column
37671,Ativo,CARTÓRIO DE REGISTRO CIVIL E OFÍCIO DE NOTAS,MG,COUTO DE MAGALHAES DE MINAS,"RUA PROFESSORA CONCEIÇÃO DE OLIVEIRA, 408",CENTRO,39188000,
37689,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE PIEDADE DO RIO GRANDE,MG,PIEDADE DO RIO GRANDE,"AVENIDA SETE DE SETEMBRO, 177",CENTRO,36227000,
37697,Ativo,CARTÓRIO DE REGISTRO CIVIL E PESSOAS NATURAIS DE PEDRALVA-MG,MG,PEDRALVA,"RUA CEL ,CANUTO,109",CENTRO,37520000,
37705,Ativo,OFÍCIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE SANTANA DO CAMPESTRE,MG,ASTOLFO DUTRA,"RUA PREFEITO JOSÉ VIEIRA, Nº 33 - LOJAS 17/19",CENTRO,36780000,
37713,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,ROMARIA,"RUA DOM EDUARDO, Nº 111",CENTRO,38520000,
37721,Ativo,SERVIÇO REGISTRAL DAS PESSOAS NATURAIS ETABELIONATO DE NOTAS,MG,GUARANESIA,"RUA MAL. FLORIANO PEIXOTO, Nº 398",CENTRO,37810000,
37739,Ativo,CARTORIO DE REGISTRO CIVIL E NOTAS DE SÃO JOSE DA PEDRA MENINA,MG,ESPERA FELIZ,RUA SÃO JOSÉ Nº 13 - B,CENTRO,36831000,
37747,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO,MG,SENADOR AMARAL,"VEREADOR JOÃO BORGES, Nº 187",CENTRO,37615000,
37754,Ativo,OFÍCIO DE REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL,MG,DELFIM MOREIRA,"AV. GOVERNADOR JUSCELINO K. DE OLIVEIRA, N.º 319",VARGEM,37514000,
37762,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO,MG,TOCANTINS,RUA ESCRIVÃO CASTRO 205,CENTRO,36512000,
37770,Ativo,OFICIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO NOTARIAL DE CARVALHÓPOLIS - MG,MG,CARVALHOPOLIS,"RUA ANTONIO BATISTA DE CARVALHO, 33",CENTRO,37760000,
37788,Ativo,OFÍCIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO NOTARIAL DO DISTRITO DE SÃO GONÇALO DE BOTELHOS,MG,BOTELHOS,"AV. TIRADENTES, 71-A",CENTRO,37723000,
37796,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE LARANJEIRAS DE CALDAS,MG,CALDAS,"RUA PAULO DE OLIVEIRA, Nº 11-A",CENTRO,37780000,
37804,Ativo,OFÍCIO DO REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTAS DE BABILÔNIA,MG,DELFINOPOLIS,"RUA JOSÉ SÍDIO MAIA, Nº 175",CENTRO,37915000,
37812,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO,MG,PIRANGUCU,"RUA JOÃO ANTUNES DE SIQUEIRA, 416",CENTRO,37511000,
37820,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE LAGOA BONITA,MG,CORDISBURGO,PRAÇA SANTO ANTÔNIO Nº 15,CENTRO,35782000,
37838,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS,MG,BOTELHOS,"RUA PROFESSORA IZALTINA, N.º 379",CENTRO,37725000,
37846,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO,MG,SAO SEBASTIAO DA VARGEM ALEGRE,RUA ILKA FONSECA ALVES DUARTE,CENTRO,36793000,
37853,Ativo,OFÍCIO DO REGISTRO DAS PESSOAS NATURAIS DE ÁGUAS VERMELHAS MG,MG,AGUAS VERMELHAS,"RUA SETE DE SETEMBRO, Nº 183",CENTRO,39990000,
37861,Ativo,"OFICIO DO REGISTRO CIVIL, INTERDIÇÕES E TUTELAS DE TUPARECÊ",MG,MEDINA,"RUA AUGUSTO DOS ANJOS, 188",CENTRO,39620000,
37879,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO,MG,FORTALEZA DE MINAS,"RUA ESPÍRITO SANTO, 111",CENTRO,37905000,
37887,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE ERMIDINHA,MG,MONTES CLAROS,RUA BOM JESUS,DISTRITO DE ERMIDINHA,39410000,
37895,Ativo,OFÍCIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE ÁGUA COMPRIDA,MG,ÁGUA COMPRIDA,"AVENIDA VINTE E NOVE, Nº 172",CENTRO,38110000,
37903,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE CAPETINGA/MG,MG,CAPETINGA,RUA FELICÍSSIMO FERREIRA,CENTRO,37993000,
37911,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE MUNHOZ,MG,MUNHOZ,"RUA GOVERNADOR JUSCELINO, 380",CENTRO,37620000,
37929,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DISTRITO DE SÃO JOSÉ DO RIO MANSO,MG,ITAJUBA,RUA PADRE MARÇAL RIBEIRO-19,CENTRO,37500042,
37937,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE ITACOLOMI,MG,CONCEICAO DO MATO DENTRO,"RUA SÃO JOSÉ, Nº 231",CENTRO,35861000,
37945,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SÃO JOAQUIM - JANUÁRIA,MG,JANUARIA,"AV SANTO ANTONIO, 607",CENTRO,39488000,
37952,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,CRUCILANDIA,"RUA SÃO GERALDO, Nº 295",CENTRO,35478000,
37960,Ativo,OFÍCIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE GLAURA,MG,OURO PRETO,"RUA DONA GLAURA, N.º 44",CENTRO,35408000,
37978,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SANTANA DE CATAGUASES,MG,SANTANA DE CATAGUASES,"RUA LOPES GUIMARÃES, 15",CENTRO,36795000,
37986,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,POTE,"RUA GALDINO PEREIRA, 19",VALÃO,39829000,
37994,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE BOM JESUS DO VERMELHO,MG,SANTA RITA DE IBITIPOCA,RUA MARIANO JOSÉ DA FONSECA Nº 57,CENTRO,36235972,
38000,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,BOM JESUS DA PENHA,"RUA BELO HORIZONTE, 132",CENTRO,37948000,
38018,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,CORDISBURGO,"RUA IDELFONSO MASCARENHAS, 576",CENTRO,35780000,
38026,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,SENHORA DE OLIVEIRA,"RUA PRESIDENTE GETÚLIO VARGAS, 54",CENTRO,36470000,
38034,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,SANTO ANTONIO DO RIO ABAIXO,RUA JOÃO PAULO DE ANDRADE -59,CENTRO,35880000,
38042,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE BARRA DO CUIETÉ,MG,CONSELHEIRO PENA,RUA LAJÃO 190,CENTRO,35240000,
38059,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,SAO JOAO DA MATA,"RUA MARIA ONILIA VIEIRA, 64",CENTRO,37568000,
38067,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,CAPITOLIO,"RUA SÃO SEBASTIÃO, 120",CENTRO,37930000,
38075,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE AMARANTINA,MG,OURO PRETO,"RUA SANTO AMARO, Nº 19",CENTRO,35412000,
38083,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,BOCAIUVA,"MARCOLINO ALVES DA CRUZ, N.195",CENTRO,39390000,
38091,Ativo,OFÍCIO DE REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE PRESIDENTE JUSCELINO,MG,PRESIDENTE JUSCELINO,PRAÇA ACHILLES DINIZ COUTO - Nº 20,CENTRO,35797000,
38109,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE TABAÚNA,MG,AIMORES,R EUCLIDES GOMES DE MELO Nº 73,TABAÚNA,35206000,
38117,Ativo,CARTÓRIO MARQUES - RCPN COM ATRIBUIÇÕES DE NOTAS DE COROACI/MG,MG,COROACI,"PRAÇA JOSÉ OLEGÁRIO DOS REIS, N.º 113",CENTRO,39710000,
38125,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE CUBAS,MG,FERROS,RUA PRINCIPAL,RUA PRINCIPAL,35806000,
38133,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,MATA VERDE,AVENIDA MARINHO DE ASSIS LEBRÃO 115,CENTRO,39915000,
38141,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE ABADIA DOS DOURADOS,MG,ABADIA DOS DOURADOS,AV. BENEDITO TEODORO SILVA - 461,CENTRO,38540000,
38158,Ativo,CARTORIO OFICIO REGISTRO CIVIL E TABELIONATO DE NOTAS-SSM,MG,SAO SEBASTIAO DO MARANHAO,"RUA CONEGO LAFAIETE,1068",CENTRO,39795000,
38166,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE SÃO BENTO DE CALDAS,MG,SANTA RITA DE CALDAS,"RUA SEBASTIÃO LUIS DO CAOUTO, 05",CENTRO,37778000,
38174,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,PIRAPETINGA,PRAÇA MAJOR AFONSO FERREIRA DE SOUZA,CENTRO,36735000,
38182,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE SÃO SEBASTIÃO DA VITÓRIA,MG,SAO JOAO DEL REI,RUA JOSÉ LOPES DA SILVA 504,CENTRO,36316000,
38190,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,VARGEM ALEGRE,AVENIDA CANDIDO MACHADO 246,CENTRO,35199000,
38208,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,DIVINESIA,"RUA CORONEL JOÃO RODRIGUES DE ANDRADE, 323",CENTRO,36546,
38216,Ativo,CARTÓRIO DE REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DO DISTRITO DE MONTE VERDE,MG,CAMANDUCAIA,"AVENIDA DAS MONTANHAS, Nº 43, SALA 02",DISTRITO DE MONTE VERDE,37653000,
38224,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS E NOTAS,MG,OLHOS-D'ÁGUA,"RUA DIAMANTINA, Nº 160",CENTRO,39398000,
38232,Ativo,OFÍCIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE ALTO CAPARAÓ,MG,ALTO CAPARAO,AVENIDA PICO DA BANDEIRA Nº 1336 SALA 06,ÀGUA VERDE,36979000,
38240,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SÃO JOÃO DO JACUTINGA,MG,CARATINGA,"RUA ANTONIO FERREIRA, N.º 25",CENTRO,35322000,
38257,Ativo,OFICIO DO REGISTRO CIVIL COM ATRIBUICAO NOTARIAL DE VAI VOLTA,MG,TARUMIRIM,AVENIDA NOSSA SENHORA DA CONCEICAO 394,VAI VOLTA,35142000,
38265,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,BARRA LONGA,"RUA MATIAS BARBOSA, N°216-A",CENTRO,35447000,
38273,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE ALTO MARANHÃO,MG,CONGONHAS,"RUA DOM MUNIZ, 321",CENTRO,36417000,
38281,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,CENTRAL DE MINAS,"RUA PRINCIPAL,83",CENTRO,35263000,
38299,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS,MG,ONCA DE PITANGUI,"PÇA DA MATRIZ, Nº 38",CENTRO,35655000,
38307,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE CASA GRANDE,MG,CASA GRANDE,"RUA VEREADOR GERALDO DUARTE, Nº 222, CASA GRANDE/MG",CENTRO,36422000,
38315,Ativo,CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE QUELUZITO,MG,QUELUZITO,"RUA JOÃO COSTA, Nº 300",LOTEAMENTO NOVO,36424000,
38323,Ativo,SERVENTIA DE REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÕES NOTARIAIS DO DISTRITO DE SANTA EFIGÊNIA,MG,CARATINGA,"RUA FRANCISCO ROSA, Nº 360",CENTRO,35319000,
38331,Ativo,"CARTÓRIO DE REGISTRO CIVIL E NOTAS DO DISTRITO DE SAPUCAIA, MUNICÍPIO DE CARATINGA",MG,CARATINGA,"PRAÇA DR. JOSÉ AUGUSTO, 115",SAPUCAIA,35311000,
38349,Ativo,CARTÓRIO ALESSANDRA MARIA DA SILVEIRA CAMPOS,MG,CARATINGA,"TRAVESSA JOSÉ OLÍMPIO, 75",CENTRO,35321000,
38356,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO E NOTAS,MG,GUARACIAMA,"AV MARIA JOSE FIGUEIREDO,S/N",CENTRO,39397000,
38364,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO FERREIRA,MG,SANTA MARIA DE ITABIRA,"RUA CASEMIRO ANDRADE, Nº 98",CENTRO,35910000,
38372,Ativo,OFÍCIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,JACUI,"RUA FRANCISCO ANTONIO BUENO, 58",SANTA CRUZ,37965000,
38380,Ativo,CARTORIO DE REGISTRO CIVIL P. NATURAIS E TABELIONATO DE NOTAS,MG,OLIVEIRA FORTES,PRAÇA VICENTE PRATA MOURAO - 67,CENTRO,36250000,
38398,Ativo,REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,PERDIZES,"RUA ANTÔNIO SIMÕES BORGES, N.286, SALA 02",CENTRO,38170000,
38406,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE DORESÓPOLIS,MG,DORESOPOLIS,"RUA FRANCISCO ANTONIO DA COSTA,125",CENTRO,37926000,
38414,Ativo,CARTÓRIO DE REGISTRO CIVIL PAZ E NOTAS DO DISTRITO DE SANTA ROSA DOS DOURADOS/MG,MG,COROMANDEL,VILA/DISTRITO DE SANTA ROSA DOS DOURADOS/MG,ZONA RURAL,38550000,
38430,Ativo,CARTÓRIO DE REGISTRO CIVIL PESSOAS NAT. E TABELIONATO DE NOTAS,MG,SAO ROQUE DE MINAS,"PRAÇA CRISTINO JOSÉ FERRERIA,686",SERRA DA CANASTRA,37929000,
38448,Ativo,CARTÓRIO DE REGISTRO CIVIL PESSOAS NATURAIS E NOTAS DE ASTOLFO DUTRA,MG,ASTOLFO DUTRA,"RUA PREFEITO JOSÉ VIEIRA, Nº 33 - LJS. 17/19",CENTRO,36780000,
38455,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE DORES DO PARAIBUNA,MG,SANTOS DUMONT,"AV. PERIMETRAL, 450",CENTRO,36243000,
38463,Ativo,CARTÓRIO DE REGISTRO DAS PESSOAS NATURAIS,MG,BRASÓPOLIS,"TRAVESSA JOAQUIM VERGUEIRO, 118",CENTRO,37530000,
40055,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE PLANALTO DE MINAS,MG,DIAMANTINA,"RUA JOSÉ DE FÁTIMA, Nº 104",CENTRO,39114000,
40113,Ativo,CARTORIO DE REGISTROS CIVIL E NOTAS,MG,LONTRA,RUA ETELVINO GUSMÃO N° 164 A,CENTRO,39437000,
40139,Ativo,CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS COM ATRIBUÍÇOES DE NOTAS,MG,CRISTAIS,"PRAÇA JOAQUIM LUIZ DA COSTA MAIA,116",CENTRO,37275000,
40154,Ativo,CARTORIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE CAIANA,MG,CAIANA,RUA ANTONIO SILVA; 183,CENTRO,36832000,
40345,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SANTO ANTÔNIO DO GLÓRIA,MG,VIEIRAS,"RUA PRINCIPAL, 43",CENTRO,36897000,
40733,Ativo,CARTÓRIO DO 1º OFÍCIO DE NOTAS,MG,MEDINA,RUA FRANCISCO FIGUEIREDO-55,CENTRO,39620000,
41046,Ativo,"CARTÓRIO DO 1º. OFICIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DE OURO PRETO,MG",MG,OURO PRETO,"RUA CONDE DE BOBADELA,3L, SALA 01",CENTRO,35400000,
41467,Ativo,CARTÓRIO DO 2º OFÍCIO DE NOTAS,MG,GUANHAES,"TRAVESSA DOS LEÕES, Nº 40",CENTRO,39740000,
41731,Ativo,CARTÓRIO DO DISTRITO DE ROSÁRIO/MG,MG,JUIZ DE FORA,"AVENIDA PRESIDENTE ITAMAR FRANCO, 1.522",CENTRO,36016320,
41749,Ativo,OFÍCIO DO 2º REGISTRO CIVIL DAS PESSOAS NATURAIS - CARTÓRIO DO HÉLIO,MG,GOVERNADOR VALADARES,"AVENIDA SANTOS DUMONT, 460",LOURDES,35032460,
41756,Ativo,CARTORIO DO OFICIO E NOTAS,MG,CONCEICAO DO PARA,"AV. VENERO CAETANO, L65",CENTRO,35668000,
41764,Ativo,CARTÓRIO DO PRIMEIRO OFÍCIO,MG,EUGENOPOLIS,PRAÇA LEVINDO ARAÚJO - 15,CENTRO,36855000,
41962,Ativo,CARTORIO DO REG. CIVIL E TABELIONATO DE NOTAS DE PAVAO MG,MG,PAVAO,"RUA GEMINIANO TEIXEIRA, 344",MORADA NOVA,39814000,
41970,Ativo,CARTÓRIO SÃO VICENTE - OFÍCIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E NOTAS,MG,BALDIM,RUA MARTINS DA COSTA 15 A,CENTRO - DISTRITO DE SÃO VICENTE,35707000,
41996,Ativo,CARTORIO DE REGISTRO CIVIL,MG,BOTELHOS,"RUA DR GUILHERME BOLZAN, Nº 325",CENTRO,37720000,
42002,Ativo,CARTÓRIO DO REGISTRO CIVIL,MG,FORMIGA,"RUA RODOLFO ALMEIDA, 45",CENTRO,35570000,
42010,Ativo,CARTÓRIO DO REGISTRO CIVIL,MG,CONSELHEIRO PENA,RUA LAJÃO N° 190,CENTRO,35240000,
42028,Ativo,CARTORIO DO REGISTRO CIVIL,MG,TRES MARIAS,RUA JOÃO ALEXANDRE DE OLIVEIRA,CENTRO,39205000,
42036,Ativo,CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS DA COMARCA DE MIRAÍ-MG,MG,MIRAI,"RUA FURTADO COSTA, 46 A",CENTRO,36790000,
42044,Ativo,CARTÓRIO DO REGISTRO CIVIL,MG,SERRA AZUL DE MINAS,"RUA DEPUTADO FRANCELINO PEREIRA SANTOS, N° 181",CENTRO,39165000,
42051,Ativo,OFÍCIO DO 2º REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,ITAJUBA,RUA PADRE MARÇAL RIBEIRO-19,CENTRO,37500042,
42069,Ativo,CARTORIO DO REGISTRO CIVIL / TABELIONATO E NOTAS,MG,SAO BENTO ABADE,AV. MIGUEL NASSAR N° 669,CENTRO,37407000,
42077,Ativo,OFÍCIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL DE CENTENÁRIO,MG,MUTUM,"RUA JOAQUIM VALENTIM DE ANDRADE, 244",CENTRO,36955000,
42085,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,MANHUACU,"RUA LAFAYETE VASCONCELOS SABIDO, 86-A",CENTRO,36900000,
42093,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO NOTARIAL,MG,BRASÓPOLIS,"RUA ANTONIO GOMES DE OLIVEIRA, N° 93",CENTRO,37530000,
42101,Ativo,CARTÓRIO LUCAS MARTINS FILHO,MG,GUARANESIA,"RUA FLORIANO PEIXOTO, Nº 398",CENTRO,37810000,
42119,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,SANTA RITA DO SAPUCAI,"RUA CESÁRIO ALVIM, Nº 18, LOJA 14",CENTRO,37540000,
42127,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,PIRANGA,"RUA SARGENTO SANTANA, 61",CENTRO,36480000,
42135,Ativo,OFÍCIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE ABAETÉ DOS MENDES,MG,RIO PARANAIBA,RUA SETE DE SETEMBRO  Nº. 19,CENTRO,38812000,
42143,Ativo,CARTÓRIO TORRES - PENHA DO CASSIANO -MG,MG,GOVERNADOR VALADARES,AV. VEREADOR AURINY TORRES 332,CENTRO,35107000,
42150,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,MONTE SANTO DE MINAS,"AVENIDA GOVERNADOR VALADARES, Nº54",CENTRO,37968000,
42168,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDIÇÕES E TUTELAS,MG,PIRAPETINGA,"RUA TENENTE NORBERTO Nº 7, SALA 3",CENTRO,36730000,
42176,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,CARMO DO RIO CLARO,CORONEL JOSÉ BENTO 16,CENTRO,37150000,
42184,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,BORDA DA MATA,"PRAÇA NOSSA SENHORA DO CARMO, 129",CENTRO,37564000,
42192,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,BUENOPOLIS,"RUA EURICO EVANGELISTA BATISTA, 08",CENTRO,39230000,
42200,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,SAO ROQUE DE MINAS,"RUA CORONEL JUVENTINO DIAS, Nº 179",CENTRO,37928000,
42218,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,RIO PARANAIBA,"RUA CAPITÃO FRANKLIN DE CASTRO, 583, SALA 07",CENTRO,38810000,
42226,Ativo,OFÍCIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DE RIO PARDO DE MINAS,MG,RIO PARDO DE MINAS,"AV. GUMERCINDO COSTA, 272",CENTRO,39530000,
42234,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,MARILAC,"RUA RIO DE JANEIRO, 293",CENTRO,35115000,
42242,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,PASSOS,"AV. ARLINDO FIGUEIREDO, 160",JARDIM CONTINENTAL,37902026,
42259,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,BOA ESPERANCA,"RUA PRESIDENTE GETULIO VARGAS, 620",CENTRO,37170000,
42267,Ativo,CARTÓRIO ROSA E SANTOS,MG,ESPIRITO SANTO DO DOURADO,"RUA FRANCISCO JOSÉ PEREIRA, 80",CENTRO,37566000,
42275,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DA CIDADE E COMARCA DE DIVINO-MG,MG,DIVINO,"RUA IDELFONSO FROSSARD 380, LOJA 06.",CENTRO,36820000,
42283,Ativo,CARTORIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,CANAPOLIS,"RUA 14, N° 311",CENTRO,38380000,
42291,Ativo,CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS DA CIDADE E COMARCA DE NOVA RESENDE,MG,NOVA RESENDE,"RUA OLEGÁRIO MACIEL, 133",CENTRO,37860000,
42309,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,CONCEICAO DAS ALAGOAS,"RUA PRESIDENTE VARGAS, Nº 693",CENTRO,38120000,
42317,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,RIO PRETO,RUA NILO PEÇANHA Nº 221,CENTRO,36130000,
42325,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE CARBONITA,MG,CARBONITA,RUA SÃO LOURENÇO,MONTE BELO,39665000,
42333,Ativo,OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE FERREIRÓPOLIS,MG,SALINAS,"RUA VISTA ALEGRE, Nº 236",CENTRO,39562000,
42341,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS,MG,DIAMANTINA,RUA DAS MERCES - 217,CENTRO,39100000,
42358,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO DE NOTAS - CARTÓRIO OSWALDO ÂNGELO FURTADO,MG,ALFREDO VASCONCELOS,"AVENIDA AGOSTINHO BIANCHETTI, N. 93",CENTRO,36272000,
42366,Ativo,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS, INTERDIÇÕES E TUTELAS",MG,GUARANI,"AVENIDA AVELINO SARMENTO, Nº 78",CENTRO,36160000,
42374,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DE ENGENHO NOVO,MG,MAR DE ESPANHA,SÍTIO DA GRAMA S/N CAIXA POSTAL 31,ENGENHO NOVO,36643000,
42382,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS COM ATRIBUIÇÃO NOTARIA DO MUNICÍPIO DE PASSABÉM,MG,PASSABEM,"AV.NARCISO FERNANDES VIEIRA,Nº. 277",CENTRO,35810000,
42390,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DE PEDRO TEIXEIRA,MG,PEDRO TEIXEIRA,"RUA CORONEL JOÃO JACINTO, 59",CENTRO,36148000,
42408,Ativo,CARTORIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DE SOLEDADE DE MINAS,MG,SOLEDADE DE MINAS,"RUA MANOEL GUIMARÃES, 382",CENTRO,37478000,
42416,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DO DISTRITO DA CIDADE DE SÃO FRANCISCO-MG,MG,SAO FRANCISCO,PRAÇA DO CENTENÁRIO 431 SALA 102,CENTRO,39300000,
42424,Ativo,OFICIO DO REGISTRO CIVIL COM ATRIBUIÇÃO NOTARIAL,MG,BOTUMIRIM,RUA PRINCIPAL S/N,CENTRO,39596000,
42432,Ativo,CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DO SEGUNDO SUBDISTRITO,MG,PONTE NOVA,"AVENIDA FRANCISCO VIEIRA MARTINS, Nº 508 - SALA 05",PALMEIRAS,35430225,
